ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
X324494,0.675874584929757,0.539232530120482,5.39167461609727,6.47063944747955e-07,4.1261737283197e-05,5.81050036333886
X586854,0.376974648786718,0.440543373493976,5.3818325326649,6.73806349199954e-07,4.1261737283197e-05,5.77220768691021
X151261,-0.385322413793104,0.494980722891566,-5.37983933857274,6.79352693570835e-07,4.1261737283197e-05,5.76445668953712
X796475,0.572457790549169,0.701397590361446,5.31807206622173,8.7527361989268e-07,5.06453560592953e-05,5.52492488531319
X44975,-0.603162132822478,0.742067469879518,-5.31738560781676,8.77735806920196e-07,5.06453560592953e-05,5.52227011801379
X1474684,0.27523748403576,0.384701204819277,5.27579992654804,1.04026203783518e-06,5.85591410566732e-05,5.36174786508779
X1475633,0.691286909323116,1.07640120481928,5.26898184236974,1.06958414388897e-06,5.87761953356127e-05,5.33548720682763
X809603.2,-1.00600440613027,1.93985662650602,-5.25176691337065,1.14726982657619e-06,6.15790409241362e-05,5.26925447459595
X824041,-1.22479706257982,2.24853373493976,-5.24570686869488,1.17591105013622e-06,6.16818796298726e-05,5.24596390784704
X768246,-0.50895153256705,0.45205421686747,-5.21386578044606,1.33829610183215e-06,6.86397200673024e-05,5.12380332439285
X502421,-0.431585823754789,0.720650602409639,-5.18893400504402,1.48058628881563e-06,7.36747759729612e-05,5.02840425026334
X809603,-1.41984789272031,3.16874698795181,-5.18566474089452,1.50030956270762e-06,7.36747759729612e-05,5.01591136320404
X950709,-0.514051724137932,1.24060843373494,-5.16126648970347,1.65584671118358e-06,7.9618629362744e-05,4.92280067889144
X73381,-0.395483014048531,0.717777108433735,-5.12538044121337,1.91365807007186e-06,9.01372005250172e-05,4.78624589415385
X24145,-0.713934227330779,1.41365060240964,-5.11646848463768,1.98353676977901e-06,9.1560057292999e-05,4.75240768704478
X47542,-0.683517816091954,1.22233614457831,-5.10928126175764,2.04170391353761e-06,9.2397110440094e-05,4.72513975386321
X949934,-0.817368135376757,1.3569734939759,-5.09832077605568,2.13363321044043e-06,9.47004894172407e-05,4.68359345293044
X810864,-0.316478224776501,0.549167469879518,-5.05646457669696,2.52341517435659e-06,0.00010988758910217,4.52535187207221
X80338,0.703639974457216,0.642779518072289,5.02155676430486,2.90100220968623e-06,0.000123990983332515,4.39389008322907
X235102,-0.220230842911878,0.401475903614458,-5.00263840014023,3.12814211542281e-06,0.000131268218225379,4.32284057021191
X810408,1.04712733077905,1.96053253012048,4.99075231403263,3.27963715711885e-06,0.000135167902832684,4.27827261724285
X39093,0.818424074074074,0.651268674698795,4.96527842243096,3.62883652486345e-06,0.000146936047357629,4.18294248138119
X37553,0.771549425287356,1.26158915662651,4.91565810205947,4.41624998591992e-06,0.000175736292543158,3.99798830468051
X139705,-0.402227203065134,0.603792771084337,-4.896844189257,4.75645342257285e-06,0.00018606600846268,3.92811971394905
X271102,0.328171711366539,0.518302409638554,4.87543831423153,5.17464482739047e-06,0.000195871633447604,3.84880001048305
X857661,-0.768359450830141,1.66457590361446,-4.87532997470424,5.17684993080756e-06,0.000195871633447604,3.84839903216653
X843070,-0.438393805874841,0.737238554216867,-4.86898286286692,5.30764784341239e-06,0.00019758147133219,3.82491594557898
X745503,-1.02611922094508,2.29946987951807,-4.82213160745594,6.37791977074969e-06,0.000233654584617306,3.65208837893027
X502518,0.681309067688378,0.881533734939759,4.80061680565789,6.93724568623477e-06,0.000250174422559841,3.57302889820215
X1473131,0.953511621966795,0.837063855421687,4.78019626639346,7.51214076931203e-06,0.000266738783008803,3.49817027032381
X299360,-0.414053065134099,0.876374698795181,-4.77179914391354,7.76177015945733e-06,0.000271426750424659,3.4674388037375
X782193,0.366437611749681,0.351987951807229,4.76565877535832,7.94940248145254e-06,0.000273839118316306,3.44498545658483
X767495,0.410781417624521,0.423379518072289,4.73127069871427,9.08463446107412e-06,0.000300971570704405,3.31953677259359
X897177,-0.507447509578544,0.600712048192771,-4.73059491795165,9.10845285381118e-06,0.000300971570704405,3.31707658679044
X143756,-0.668161749680714,1.56493373493976,-4.72991205469065,9.13258256853193e-06,0.000300971570704405,3.31459081690636
X42258,0.165494699872286,0.292274698795181,4.72483633240553,9.31389765599611e-06,0.000300971570704405,3.29612039054181
X1142132,-0.603822413793104,0.837824096385542,-4.72276033296671,9.38906113115994e-06,0.000300971570704405,3.28856908361561
X221826,0.446141890166028,0.881526506024096,4.7135296313762,9.73047101895228e-06,0.000303342061696641,3.25501559397772
X725176,0.188400127713921,0.388025301204819,4.71052015294064,9.84436774918048e-06,0.000303342061696641,3.24408415204724
X842785,0.463661302681992,0.726486746987952,4.71018051771261,9.85730269811441e-06,0.000303342061696641,3.24285072887154
X262920.2,-0.43919220945083,0.687815662650602,-4.70514994707187,1.00508372340104e-05,0.00030457861656573,3.22458751510077
X855390,-0.404872924648786,0.66455421686747,-4.70231771328308,1.01614183169676e-05,0.00030457861656573,3.21431008258139
X665658,0.1629812899106,0.21850843373494,4.68594701220634,1.08241481805139e-05,0.000320283769238795,3.15497360814819
X345232,0.292801404853129,0.403966265060241,4.68077201333451,1.10422509782052e-05,0.000322601458958197,3.13624091567486
X471266,1.03332305236271,1.3705686746988,4.67131075105212,1.14520944194356e-05,0.000330392924000718,3.10202298663586
X204299,-0.242984035759898,0.378979518072289,-4.6473341657724,1.25580211356523e-05,0.000357826083717105,3.01548507365669
X769716,0.291028352490421,0.299426506024096,4.64370298955528,1.27343096956852e-05,0.000358112558682193,3.00240136959978
X377461,1.91734150702426,1.67743734939759,4.64077115499489,1.28783979075485e-05,0.000358112558682193,2.99184177740797
X75009,0.355239399744572,0.505826506024096,4.62136937787449,1.3872621275855e-05,0.000373615825494453,2.92205888723325
X770059,1.02940510855683,1.07810240963855,4.62118914834193,1.38821975150567e-05,0.000373615825494453,2.92141143901087
X768644,0.351144763729246,0.499734939759036,4.62044958851378,1.39215602220637e-05,0.000373615825494453,2.91875483081837
X323577,0.827514559386973,1.45317951807229,4.61180706776407,1.43896628304808e-05,0.000381739561066088,2.88772778972963
X453107,-0.343236270753512,0.6111,-4.57406927832579,1.66189250201847e-05,0.000435869078938481,2.75264178411681
X950367,-0.607482247765006,1.14866024096386,-4.56564588510994,1.71604529232226e-05,0.000445014891537054,2.72257761101983
X629896,-1.55513690932312,1.32297590361446,-4.56110652327366,1.74593401073415e-05,0.00044773507741938,2.70638946466358
X265874,0.516787803320562,0.647033734939759,4.55735657986139,1.7710052377451e-05,0.000449173636122603,2.6930236229732
X358433,0.15623588761175,0.201181927710843,4.5359071092946,1.92126271210755e-05,0.000481986341254808,2.61669566418943
X39796,0.230166985951469,0.366126506024096,4.51084660658752,2.11250089329586e-05,0.000524263662551274,2.52778659847274
X745019,-0.378781992337165,0.594756626506024,-4.48314534517115,2.34536015962865e-05,0.000575860771108822,2.42984855077435
X166195,0.516174712643678,1.08638313253012,4.47627371686086,2.40686529817697e-05,0.00058395969499502,2.40560946028052
X47908,-0.196861813537676,0.412586746987952,-4.46908940910194,2.47283878370467e-05,0.00058395969499502,2.38029116756917
X825013,-0.387765197956577,0.790263855421687,-4.46484944695549,2.51259256199182e-05,0.00058395969499502,2.36536048808719
X1358266,-0.397483524904214,0.781068674698795,-4.46425862404937,2.51818099476994e-05,0.00058395969499502,2.36328062709069
X251936,-0.288200446998723,0.489965060240964,-4.46253311671771,2.53457109111032e-05,0.00058395969499502,2.35720730506029
X767312,0.158934035759898,0.33063734939759,4.46065096636746,2.55256688127721e-05,0.00058395969499502,2.3505842458792
X740554,0.383218326947637,0.461095180722892,4.45685081281747,2.58927909553434e-05,0.00058395969499502,2.33721707137085
X47475,-1.2261245210728,1.18494939759036,-4.4553769267267,2.60365504876309e-05,0.00058395969499502,2.33203446434213
X1048810,-0.401428799489144,0.591815662650602,-4.45376482654067,2.61946759728317e-05,0.00058395969499502,2.32636703496323
X81599,-0.357225862068966,0.776163855421687,-4.45255849807081,2.63136084399836e-05,0.00058395969499502,2.32212692453757
X166236,0.279016028097063,0.564969879518072,4.44394242174997,2.71784029959888e-05,0.000592273529988986,2.29186245098589
X700792,-0.52684987228608,0.670381927710843,-4.44371624779282,2.72014706147455e-05,0.000592273529988986,2.29106847664618
X379708,2.28900383141762,2.76858313253012,4.43332431851861,2.82820330176377e-05,0.000610046095371101,2.25461429900686
X814465,-0.30333288633461,0.530481927710843,-4.42346327017227,2.93457344503151e-05,0.000623060337100861,2.22007005444555
X298155,-0.502913920817369,0.790265060240964,-4.42273968618031,2.94252932166351e-05,0.000623060337100861,2.21753709804825
X273435,0.355438122605364,0.425338554216867,4.41840518749342,2.9906263230697e-05,0.000627487777604078,2.20236913248754
X753775,0.190869540229885,0.256793975903614,4.40800863335254,3.10911042467842e-05,0.000646470888302505,2.16602459972079
X451855,0.393119029374202,0.628271084337349,4.4052785018099,3.14096943602827e-05,0.000647264058781539,2.15648915134179
X51740,0.955990804597702,1.40474578313253,4.40017679180272,3.20135179529389e-05,0.000653869021552062,2.13868018456279
X810510,-0.388152043422733,0.825939759036145,-4.39371493816349,3.27944556872086e-05,0.000659123657156105,2.11614127362067
X431501,0.105935759897829,0.275804819277108,4.39281349999442,3.29048513815861e-05,0.000659123657156105,2.11299866529061
X183462,0.339234546615582,0.710548192771084,4.39100406133041,3.31275321620919e-05,0.000659123657156105,2.10669175688703
X756401,-0.638171072796935,1.12776987951807,-4.38563661130742,3.37966904526729e-05,0.000666690269784351,2.08799250545376
X770868,0.47548754789272,0.791860240963855,4.3826203768417,3.41784399517955e-05,0.000668507113633423,2.07749060128586
X32257,-1.2339812899106,2.94629638554217,-4.37812987684578,3.47545140590016e-05,0.000674062339900636,2.06186378733707
X838149,-0.363372477650064,0.808885542168675,-4.37584080069049,3.50517745793106e-05,0.000674162464408741,2.05390163542509
X665774,-0.354468007662835,0.931689156626506,-4.36579344005404,3.63858550122027e-05,0.000690199152138971,2.01898380158569
X207358,-0.377875862068966,0.529728915662651,-4.36507088689041,3.64836640212108e-05,0.000690199152138971,2.01647459121693
X740801,0.555771328224777,0.639524096385542,4.3589510783216,3.73223308907347e-05,0.000700324712974111,1.99523255307688
X280507,-0.375202554278416,0.739357831325301,-4.33736960590196,4.04311636772992e-05,0.000752541336832311,1.92046899384776
X752652,0.381915517241379,0.477809638554217,4.31561948901963,4.38167341212161e-05,0.000809032178814133,1.84535319846417
X856489,-0.61955938697318,1.18306144578313,-4.30378274983442,4.57726059225767e-05,0.000836572003997397,1.80457249916171
X154472,0.707504469987228,0.917614457831325,4.30224261727003,4.60332081922311e-05,0.000836572003997397,1.79927145541773
X1473289,0.598571519795657,1.21059759036145,4.2923345058886,4.77443062605762e-05,0.000860889522261014,1.76519659407558
X134748,-0.335255619412516,0.573006024096386,-4.28508760050116,4.90345256310834e-05,0.000877299884934423,1.7403048906739
X141768,0.329728799489144,0.418236144578313,4.27770662567813,5.03831742706734e-05,0.000892335129107404,1.71497971055573
X364934,0.830611302681993,0.874325301204819,4.27627895042865,5.06481377439644e-05,0.000892335129107404,1.71008430586269
X234468,-0.445796424010217,0.962012048192771,-4.27363813087333,5.11417975155417e-05,0.000894206580802047,1.70103180623181
X184175,0.697607088122604,1.97598554216867,4.26081453819839,5.36057173772739e-05,0.000930240569223671,1.65712351947521
X71672,-0.6999656449553,0.893014457831325,-4.25681683889947,5.43969721545303e-05,0.000936926953228776,1.64345224854789
X813168,0.296458173690932,0.405386746987952,4.25346039311864,5.50699936491317e-05,0.000941492928460711,1.63198016037365
X668442,0.57592656449553,0.830257831325301,4.25137076901478,5.54930455667589e-05,0.000941749626235879,1.62484085367291
X80399,-0.726622924648787,1.56842289156627,-4.24607076097393,5.65801543581685e-05,0.000953189753712795,1.60674301949067
X450307,-0.520840932311622,1.14321204819277,-4.23616206892257,5.86679064021e-05,0.000977923458325996,1.57294621037837
X44563,-2.06494642401022,0.979789156626506,-4.23510141161932,5.88957368749192e-05,0.000977923458325996,1.56933144946268
X36493,0.208086462324393,0.377398795180723,4.22740200133728,6.05753369174435e-05,0.000998627697181854,1.54310872645466
X322617.2,0.294104150702426,0.487175903614458,4.19591543600671,6.79371503193853e-05,0.00111204924068894,1.43618679176057
X544664,-0.582642656449553,1.14295542168675,-4.18768913436467,6.99982078953068e-05,0.00113771735086175,1.40833585198093
X845363,-1.10237266922095,2.46516265060241,-4.17937075546221,7.21435088352212e-05,0.00116438614259923,1.38020869583963
X882510,-1.39933135376756,2.63304337349398,-4.16897030564288,7.49149462834455e-05,0.00120072011126522,1.34509176472785
X897952,-0.494870051085568,1.0487156626506,-4.12943663006571,8.64147136366943e-05,0.00137548385567924,1.21212101484205
X183440,0.196426181353767,0.320898795180723,4.11807307540488,9.00228053549405e-05,0.00142310023807673,1.17405145939353
X137535,-0.286578991060026,0.457009638554217,-4.10730288070294,9.35759181665542e-05,0.00146920557230209,1.1380325987458
X343646,0.266890421455939,0.354360240963855,4.09973463316526,9.615295404856e-05,0.00149946633745998,1.11275874330121
X346696,0.456344252873563,0.556871084337349,4.09304848856836,9.84862697485508e-05,0.00152554570858829,1.09045590337603
X813751,0.244432439335887,0.405666265060241,4.08579745063512,0.000101078211599533,0.00155525674914481,1.06629561182551
X725473,0.218603448275862,0.354420481927711,4.08006690473718,0.000103172889907758,0.00157697370799408,1.04722137018625
X711961,0.451341762452107,0.762457831325301,4.07523716068652,0.000104970630340397,0.00159267045845928,1.03115906944551
X590759,-0.269830715197957,0.440957831325301,-4.07361813817789,0.000105579974065975,0.00159267045845928,1.02577746731639
X1461737,0.151707407407408,0.274401204819277,4.07113234004766,0.000106522160673722,0.00159644900542176,1.01751744560562
X395708,-0.654862260536398,0.693479518072289,-4.05745520199283,0.000111852383371662,0.00166551806981804,0.972129076961277
X809513,0.416832375478927,0.77715421686747,4.03123035707727,0.000122797604690438,0.00181677481811238,0.885381796786558
X26184,-0.567855108556833,1.02008313253012,-4.02738306207812,0.000124487349859552,0.00183004333424106,0.872686851878518
X163579,-0.389044508301405,0.431010843373494,-4.02290244350502,0.000126483382015138,0.00184761801070215,0.85791223694017
X377671,0.650557471264368,0.616130120481928,4.01704208672632,0.000129140451837871,0.0018684361186619,0.838604450421233
X786680,1.14199163473819,1.79544457831325,4.01559810291735,0.000129803327274219,0.0018684361186619,0.833849904161792
X150702,0.134490166028097,0.21481686746988,4.01444030792896,0.000130337181587767,0.0018684361186619,0.830038499208428
X135688,-0.757443039591316,0.609274698795181,-4.01214875612006,0.000131400023177755,0.00187204477465592,0.822496972186444
X713922,0.892378607918263,1.29206987951807,3.99813208516328,0.000138084287420499,0.00195520573844486,0.776430219525542
X814260,1.63134476372925,1.67503614457831,3.9924406492297,0.000140890472590321,0.00198277567523451,0.757755558581027
X624360,-0.57860153256705,0.696639759036145,-3.96827024663424,0.00015342877558366,0.00214614311543689,0.678645945872616
X37491,0.676756641123883,1.50348915662651,3.95612921193263,0.000160123653471742,0.00222629754345048,0.639029820486151
X40017.2,-1.14317950191571,2.15249638554217,-3.93766803623722,0.00017084260250338,0.00235497287196459,0.578947547156665
X124781,-0.274173818646233,0.547925301204819,-3.93552375998398,0.000172131257070788,0.00235497287196459,0.571981229740297
X471664,0.171146360153257,0.323524096385542,3.93501309751146,0.000172439521387355,0.00235497287196459,0.570322568613429
X230218,0.319128671775223,1.06068795180723,3.92970416892613,0.000175675756971366,0.00238505674758773,0.553087469239235
X1020315,0.256880076628353,0.578357831325301,3.92345225479599,0.000179561391954262,0.00242355375807273,0.532811184660185
X784224,1.54356219667944,1.42283493975904,3.92056070866781,0.000181386218339245,0.00243394995306382,0.523440670596564
X878130,-0.989300574712646,3.01287590361446,-3.91385122769258,0.000185689132738608,0.00247728623329889,0.501715550953597
X453183,0.439509131545338,0.771993975903614,3.91171913917326,0.000187076813679485,0.00248145566650719,0.494817184165762
X36950,0.632233524904214,1.03026024096386,3.90019349781414,0.000194751820400939,0.00255610986523275,0.457570167893596
X50941,0.234333397190294,0.303933734939759,3.89878482481686,0.000195710267228486,0.00255610986523275,0.453022927605628
X754046,0.38880625798212,0.988692771084337,3.89832004183186,0.00019602748966473,0.00255610986523275,0.451522838637448
X796388,0.191222924648787,0.291244578313253,3.88802522011255,0.000203181293504463,0.00262038402951514,0.418327459593341
X756556,1.33174916985951,1.23855301204819,3.88796006087997,0.000203227357575048,0.00262038402951514,0.418117545715615
X257422,0.110453895274585,0.181989156626506,3.87703013413075,0.000211097199657708,0.00270673520449995,0.38294016826671
X857652,0.277660025542784,0.551056626506024,3.870560105135,0.000215892207419648,0.00275292383825717,0.362148590365621
X1412503,0.118229438058748,0.185292771084337,3.86774766160492,0.000218008848064455,0.00276463967765253,0.353118144804529
X345833,-1.11916928480204,2.15495542168675,-3.86508159376556,0.000220033629756535,0.00277506894796767,0.344561841671013
X154600,0.116402171136654,0.236910843373494,3.86120536050688,0.000223009578827333,0.00279731580398633,0.33212891830472
X299737,0.339516858237548,0.478318072289157,3.85268134920642,0.000229689704142457,0.00283003657934686,0.304818435342736
X320509,-0.368972349936143,0.881793975903614,-3.85063228282475,0.000231323796668167,0.00283003657934686,0.298259507421463
X1468310,0.0897954022988506,0.160859036144578,3.8503683940835,0.000231535048625902,0.00283003657934686,0.297414990845025
X172765,0.0989781609195402,0.165950602409639,3.84987145232595,0.000231933367960171,0.00283003657934686,0.295824748360025
X212640,0.486789782886334,0.626868674698795,3.84974753566796,0.00023203279420859,0.00283003657934686,0.295428229808158
X840708,0.578282503192848,0.99024578313253,3.84857541035422,0.000232975281662003,0.00283003657934686,0.291678001856617
X289857,0.169734865900383,0.294050602409639,3.84640921152733,0.000234726721537062,0.0028363836298824,0.284749288916765
X246194,-0.245281162196679,0.507898795180723,-3.84306039881009,0.000237459117475113,0.00285445647464875,0.274043191966483
X770794,0.13062650063857,0.270568674698795,3.83814730478144,0.000241522904139492,0.00288826353758522,0.258347720175044
X142788,0.534116347381865,0.749518072289157,3.83478265327884,0.000244344150911076,0.00290693969228228,0.247606906875276
X43563,0.174049872286079,0.246885542168675,3.82376332893614,0.000253805778381725,0.00300401916156421,0.212475904186151
X773568,0.544534610472541,0.546392771084337,3.81865995169773,0.000258305318315846,0.0030416769115968,0.196229327797072
X175123,0.365996360153257,0.736893975903614,3.79783262083695,0.000277470230912972,0.00325076798450324,0.130081308827812
X773246,0.463758045977011,0.893980722891566,3.79365085659325,0.000281478393627692,0.00328107137622582,0.116830175169794
X785793,-0.631855747126436,1.31778554216867,-3.78726326251586,0.000287707604050878,0.00333682990024838,0.0966088036332184
X377731,0.537762068965517,0.496107228915663,3.7821289368999,0.000292809718063932,0.00336859274303768,0.080372113113369
X491565,0.83615166028097,1.69007469879518,3.78157499545667,0.000293365312543576,0.00336859274303768,0.078621255498911
X878280,-0.784291443167306,0.870503614457831,-3.77361756120032,0.000301458278897284,0.00343337853284466,0.0534896915400349
X379309,0.220872094508302,0.443348192771084,3.77275005418491,0.00030235331914167,0.00343337853284466,0.050752117942829
X755239,-0.941323371647512,2.60050722891566,-3.77167095850407,0.000303470199610187,0.00343337853284466,0.0473474509202703
X768347,-0.416913601532567,0.929196385542169,-3.76642915196154,0.000308951737222709,0.0034783444366342,0.0308186346650254
X38471,0.405788058748403,1.01672048192771,3.7566100577744,0.000319474870816127,0.00357935923225059,-0.000100380387416443
X626531,-0.63970466155811,1.4704686746988,-3.75397200474937,0.00032235976627854,0.00359423352932787,-0.00839763856626874
X843098,-0.96501864623244,1.43060481927711,-3.7466123345288,0.000330539886931281,0.00366596216035151,-0.0315238488716538
X279378,-0.166288250319285,0.264971084337349,-3.74534376374538,0.000331969710361121,0.00366596216035151,-0.0355068521106929
X50359,0.193156130268199,0.471050602409639,3.72694591784805,0.000353380107842425,0.00388381566143008,-0.0931651425095747
X132144,0.303481162196679,0.575266265060241,3.72423191018693,0.000356647697134424,0.00390115111367891,-0.101653865868226
X811161,-0.229469348659004,0.932720481927711,-3.72199214588624,0.000359365956224878,0.0039123425800331,-0.10865599858416
X810974,-0.332535057471265,0.630303614457831,-3.71625445809592,0.000366419689745871,0.00397040677903038,-0.126580085295398
X220096,-0.287252234993614,0.438457831325301,-3.70860580896537,0.000376027837412367,0.00405547779788664,-0.150443539213411
X771323,0.664898786717752,1.00294337349398,3.70407534656071,0.000381831520690216,0.00409891697559544,-0.164562016063264
X143523,0.288319859514687,0.499274698795181,3.70245405839438,0.000383929080657091,0.00410235332479891,-0.169611544156591
X773286,-0.242709259259259,0.470892771084337,-3.69242575115714,0.000397148963938997,0.00421760074086118,-0.200810114841594
X66946,-0.290499553001277,0.413931325301205,-3.6915159044852,0.000398369567377702,0.00421760074086118,-0.203637729891582
X866702,1.09874367816092,0.957834939759036,3.68782595259452,0.000403356493726363,0.00423691011341326,-0.215100274636032
X586803,-0.683186653895275,1.63487228915663,-3.68740289640782,0.000403932028196459,0.00423691011341326,-0.216413946196978
X769959,0.746184099616858,1.09527951807229,3.68610640882095,0.000405700665105862,0.00423691011341326,-0.220439126298674
X232670,-0.278259770114942,0.613856626506024,-3.66693975084947,0.000432722002136508,0.00449874946365342,-0.279828186249348
X773344,0.17581570881226,0.354248192771084,3.66446393530338,0.000436334698519658,0.00451596629678642,-0.287483594200135
X814731,-0.43206245210728,0.699006024096386,-3.65620860539427,0.00044858908975718,0.00460685928551378,-0.312983075591214
X509943,-0.4551374201788,1.0129313253012,-3.65371594283313,0.000452353069971551,0.00460685928551378,-0.32067447811561
X322617,0.185728671775223,0.461397590361446,3.6533141093216,0.000452962649664348,0.00460685928551378,-0.321914032256891
X897652,0.211165389527459,0.479867469879518,3.65192370362978,0.000455077916806016,0.00460685928551378,-0.326202329324135
X365515,0.334403575989783,0.368412048192771,3.65191117617017,0.000455097017806388,0.00460685928551378,-0.326240961290095
X448386,-0.240979438058749,0.37274578313253,-3.64395870566852,0.000467377321572982,0.00471051029777486,-0.350745552739785
X327350,-1.02238212005109,3.14037710843373,-3.63237435088242,0.000485830481328965,0.00487520326481414,-0.386372994552482
X244637,-0.53319833971903,1.18407228915663,-3.63020769082489,0.000489357758491172,0.00488347436522595,-0.393027494669856
X1469292,-0.511487611749681,0.554642168674699,-3.62927324765055,0.000490886504650096,0.00488347436522595,-0.395896587751679
X897164,0.338799553001277,0.771092771084337,3.62427289595988,0.000499144409927436,0.00491554056722285,-0.411240553567112
X460403,0.0900996807151979,0.161539759036145,3.62332193105459,0.000500729746325842,0.00491554056722285,-0.414156945413247
X244652,-0.817693295019158,1.83167228915663,-3.62320336464464,0.000500927741011461,0.00491554056722285,-0.414520522968129
X292770,-0.241542017879949,0.612434939759036,-3.62218645914085,0.000502628931483793,0.00491554056722285,-0.417638458645447
X701751,-0.213305044699872,0.475030120481928,-3.61697354281625,0.000511436116952237,0.00498056775496103,-0.433611922043374
X233071,0.159994316730524,0.302940963855422,3.6151458134531,0.000514558582322305,0.0049815903228666,-0.439208553178118
X451907,-0.267295721583652,0.660379518072289,-3.61438834593637,0.000515857923381766,0.0049815903228666,-0.441527374168617
X754600,0.410148914431673,0.39065421686747,3.61265671217442,0.000518840029586297,0.00498951161785489,-0.44682707981281
X767183,-0.366270817369093,0.366572289156626,-3.60510312803967,0.00053204067170524,0.00508196899333294,-0.469923631725297
X755228,-0.343062388250319,0.459185542168675,-3.60391792829754,0.000534140626193945,0.00508196899333294,-0.473544451811059
X450152,-0.306041698595147,0.411850602409639,-3.60340043429015,0.00053505999366547,0.00508196899333294,-0.475125142300477
X70332,0.195324840357599,0.494489156626506,3.59965113020781,0.000541765891998153,0.00512457245381859,-0.486572543224598
X813499,-0.250037037037037,0.608025301204819,-3.58682058986245,0.000565322439439571,0.00532068639069769,-0.525681781104726
